date,start_time,end_time,activity_id,activity_name,original_activity_name,activity_type,priority,occurrence_number,frequency_period,duration_minutes,facilitator,facilitator_role,equipment,location,mode,status,details,prep_required,metrics_to_collect,if_skipped_adjustment,notes
2026-07-25,08:45,09:00,ACT043,Glucose Monitor Check #043,Glucose Monitor Check #043,Medication consumption,43,1,week,15,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-25,09:00,09:45,ACT052,High-Protein Breakfast #052,High-Protein Breakfast #052,Food consumption,52,1,week,45,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-25,09:45,09:55,ACT058,Vitamin D3 #058,Vitamin D3 #058,Medication consumption,58,1,week,10,Self,Self,,Home,in_person,scheduled,Take with fat-containing meal,"Confirm dose, timing, and any meal requirement before taking it.","dose_IU, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-25,10:00,10:10,ACT068,Glucose Monitor Check #068,Glucose Monitor Check #068,Medication consumption,68,1,week,10,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-25,10:15,11:00,ACT077,High-Protein Breakfast #077,High-Protein Breakfast #077,Food consumption,77,1,week,45,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-25,11:00,11:20,ACT082,Mediterranean Lunch #082,Mediterranean Lunch #082,Food consumption,82,1,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-25,11:30,11:40,ACT088,Magnesium Glycinate #088,Magnesium Glycinate #088,Medication consumption,88,1,week,10,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-25,11:45,12:00,ACT093,Glucose Monitor Check #093,Glucose Monitor Check #093,Medication consumption,93,1,week,15,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-25,14:00,14:30,ACT044,Breathwork,Guided Meditation #044,Therapy,44,1,week,30,Self,Self,,Home,in_person,backup_used,Mindfulness session with body scan,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, mood_score, sleep_quality",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-07-25,14:30,15:00,ACT054,Breathwork,Sauna Session #054,Therapy,54,1,week,30,Self,Self,,Wellness Center,in_person,backup_used,15-20 minutes moderate heat exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, recovery_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-07-25,15:00,15:30,ACT064,Breathwork,Breathwork #064,Therapy,64,1,week,30,Self,Self,,Home,in_person,backup_used,Box breathing or physiological sigh protocol,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, stress_score, HRV",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-07-25,15:30,16:00,ACT069,Breathwork,Guided Meditation #069,Therapy,69,1,week,30,Self,Self,,Home,in_person,backup_used,Mindfulness session with body scan,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, mood_score, sleep_quality",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-07-25,16:00,16:45,ACT059,Cold Plunge #059,Cold Plunge #059,Therapy,59,1,week,45,Self,Self,Cold Plunge,Wellness Center,in_person,scheduled,2-3 minutes controlled cold exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, stress_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-07-25,17:00,17:45,ACT021,Brisk Walk #021,Brisk Walk #021,Fitness routine / exercise,21,1,week,45,Fitness Trainer 1,Fitness Trainer,,Park,in_person,scheduled,Low-intensity walk after meals,"Wear appropriate training clothes, prepare water, and confirm recovery status.","steps, duration, glucose_response",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-25,17:45,18:30,ACT036,Mobility Flow #036,Mobility Flow #036,Fitness routine / exercise,36,1,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-26,08:00,08:45,ACT061,Mobility Flow #061,Mobility Flow #061,Fitness routine / exercise,61,2,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-26,08:45,09:30,ACT086,Mobility Flow #086,Mobility Flow #086,Fitness routine / exercise,86,1,week,45,Fitness Trainer 1,Fitness Trainer,Yoga Mat,Home,in_person,scheduled,"Hip, ankle, thoracic spine, and shoulder mobility","Wear appropriate training clothes, prepare water, and confirm recovery status.","duration, pain_score, range_of_motion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-26,09:30,09:45,ACT096,Brisk Walk #096,Brisk Walk #096,Fitness routine / exercise,96,2,week,15,Fitness Trainer 1,Fitness Trainer,,Park,in_person,scheduled,Low-intensity walk after meals,"Wear appropriate training clothes, prepare water, and confirm recovery status.","steps, duration, glucose_response",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-26,09:45,10:05,ACT097,Fermented Food Serving #097,Fermented Food Serving #097,Food consumption,97,1,week,20,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-26,16:00,16:45,ACT084,Cold Plunge #084,Cold Plunge #084,Therapy,84,1,week,45,Self,Self,Cold Plunge,Wellness Center,in_person,scheduled,2-3 minutes controlled cold exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, stress_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-07-26,17:00,17:45,ACT092,Low-Glycemic Dinner #092,Low-Glycemic Dinner #092,Food consumption,92,1,week,45,Self,Self,,Home,in_person,scheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-26,17:45,18:30,ACT099,Recovery Stretch #099,Recovery Stretch #099,Therapy,99,1,week,45,Self,Self,Yoga Mat,Home,in_person,scheduled,Parasympathetic evening stretch routine,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, muscle_tightness_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-07-27,06:00,06:20,ACT002,High-Protein Breakfast #002,High-Protein Breakfast #002,Food consumption,2,2,week,20,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-27,06:30,06:50,ACT012,Hydration Protocol #012,Hydration Protocol #012,Food consumption,12,2,week,20,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-27,07:00,08:00,ACT031,Strength Training #031,Strength Training #031,Fitness routine / exercise,31,2,week,60,Fitness Trainer 1,Fitness Trainer,"Dumbbells, Resistance Bands",Gym,in_person,scheduled,Full-body resistance session with controlled tempo,"Wear appropriate training clothes, prepare water, and confirm recovery status.","sets, reps, load, RPE",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity scheduled.
2026-07-27,08:00,08:20,ACT047,Fermented Food Serving #047,Fermented Food Serving #047,Food consumption,47,2,week,20,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-27,08:30,08:45,ACT048,Blood Pressure Reading #048,Blood Pressure Reading #048,Medication consumption,48,2,week,15,Self,Self,Blood Pressure Cuff,Home,in_person,scheduled,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-27,08:45,09:00,ACT053,Omega-3 Supplement #053,Omega-3 Supplement #053,Medication consumption,53,2,week,15,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-27,09:00,09:30,ACT062,Hydration Protocol #062,Hydration Protocol #062,Food consumption,62,2,week,30,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-27,09:30,09:40,ACT078,Omega-3 Supplement #078,Omega-3 Supplement #078,Medication consumption,78,2,week,10,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-07-27,12:00,12:30,ACT032,Mediterranean Lunch #032,Mediterranean Lunch #032,Food consumption,32,2,week,30,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-07-27,12:30,12:50,ACT057,Mediterranean Lunch #057,Mediterranean Lunch #057,Food consumption,57,2,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
